uf;estado;secao;nome_secao;co_pais;co_pais_ison_num;destino;periodo;valor_fob
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";399;392;Japão;P2;1684.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";427;428;Letônia;P2;63.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";434;430;Libéria;P1;1563.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";434;430;Libéria;P2;12406.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";445;442;Luxemburgo;P2;2921.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";455;458;Malásia;P2;20.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";467;470;Malta;P1;497.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";467;470;Malta;P2;4786.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";476;584;Marshall, Ilhas;P1;2402.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";476;584;Marshall, Ilhas;P2;16653.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";493;484;México;P2;178.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";498;499;Montenegro;P2;239.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";538;578;Noruega;P1;295.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";538;578;Noruega;P2;5405.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";545;598;Papua Nova Guiné;P2;47407.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";573;528;Países Baixos (Holanda);P1;100.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";573;528;Países Baixos (Holanda);P2;2230.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";575;585;Palau;P2;390.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";580;591;Panamá;P1;1668.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";580;591;Panamá;P2;8134.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";586;600;Paraguai;P2;151518.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";607;620;Portugal;P1;71111.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";607;620;Portugal;P2;31293.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";628;826;Reino Unido;P1;83.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";628;826;Reino Unido;P2;1786.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";676;643;Rússia;P2;368.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";705;670;São Vicente e Granadinas;P2;1995.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";728;686;Senegal;P2;132.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";741;702;Singapura;P1;309.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";741;702;Singapura;P2;5398.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";756;710;África do Sul;P2;10080.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";776;764;Tailândia;P2;558.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";827;792;Turquia;P2;260.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";845;858;Uruguai;P2;46334.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";858;704;Vietnã;P2;353.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";013;004;Afeganistão;P2;1701.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";017;008;Albânia;P1;205766.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";023;276;Alemanha;P1;9613052.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";023;276;Alemanha;P2;2349235.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";040;024;Angola;P1;2005524.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";040;024;Angola;P2;11854203.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";043;028;Antígua e Barbuda;P1;3388.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";043;028;Antígua e Barbuda;P2;6305.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";053;682;Arábia Saudita;P1;8264.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";053;682;Arábia Saudita;P2;2089.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";059;012;Argélia;P1;129982953.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";059;012;Argélia;P2;133088407.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";063;032;Argentina;P1;539872.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";063;032;Argentina;P2;1580721.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";064;051;Armênia;P2;380709.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";069;036;Austrália;P1;8534277.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";069;036;Austrália;P2;7953.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";073;031;Azerbaijão;P2;52.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";077;044;Bahamas;P1;37346.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";077;044;Bahamas;P2;48098.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";080;048;Barein;P1;4978828.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";080;048;Barein;P2;3783.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";081;050;Bangladesh;P1;48654013.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";083;052;Barbados;P2;10532.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";087;056;Bélgica;P1;136981.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";087;056;Bélgica;P2;4173277.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";088;084;Belize;P2;7651.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";090;060;Bermudas;P1;1872.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";090;060;Bermudas;P2;236.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";093;104;Mianmar;P1;3921361.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";097;068;Bolívia;P1;6879.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";097;068;Bolívia;P2;51558.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";105;076;Brasil;P1;3519.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";105;076;Brasil;P2;12239.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";111;100;Bulgária;P1;8305710.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";111;100;Bulgária;P2;10731259.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";127;132;Cabo Verde;P1;471963.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";127;132;Cabo Verde;P2;488921.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";137;136;Cayman, Ilhas;P2;2013.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";145;120;Camarões;P2;9709540.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";149;124;Canadá;P1;248482689.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";149;124;Canadá;P2;375515414.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";158;152;Chile;P1;136395.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";158;152;Chile;P2;128076.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";160;156;China;P1;31606819.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";160;156;China;P2;54832.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";161;158;Taiwan (Formosa);P2;14557719.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";163;196;Chipre;P1;437.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";163;196;Chipre;P2;48356.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";169;170;Colômbia;P1;398361.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";169;170;Colômbia;P2;7544192.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";183;184;Cook, Ilhas;P2;5673.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";190;410;Coreia do Sul;P1;16843341.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";190;410;Coreia do Sul;P2;3575.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";193;384;Costa do Marfim;P2;3060572.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";195;191;Croácia;P1;24305734.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";195;191;Croácia;P2;10573859.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";196;188;Costa Rica;P1;85091.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";196;188;Costa Rica;P2;130305.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";229;204;Benin;P1;1943063.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";232;208;Dinamarca;P1;49895.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";232;208;Dinamarca;P2;43679.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";239;218;Equador;P2;154719.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";240;818;Egito;P2;25985874.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";243;232;Eritreia;P1;2734505.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";244;784;Emirados Árabes Unidos;P1;581924.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";244;784;Emirados Árabes Unidos;P2;78156.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";245;724;Espanha;P1;48263548.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";245;724;Espanha;P2;140526306.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";249;840;Estados Unidos;P1;211171774.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";249;840;Estados Unidos;P2;315697154.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";255;238;Falkland (Malvinas);P2;7597.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";267;608;Filipinas;P1;953.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";267;608;Filipinas;P2;20913.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";271;246;Finlândia;P1;20911823.00
AL;Alagoas;IV;"Produtos das indútrias alimentares; Bebidas, líquidos alcoólicos e vinagres; Tabaco e seus sucedâneos manufaturados";271;246;Finlândia;P2;17833916.00
